title,genres,platforms,playtime,rating,released,summary,tags
Super Mario 3D All-Stars,"Action, Platformer",Nintendo Switch,,78,2020-09-18,"super mario 3d all stars. Genres: Action, Platformer. Available on: Nintendo Switch. Released: 2020-09-18","Action, Platformer"
Melvor Idle,"Adventure, RPG, Casual, Indie","Linux, PC, iOS, macOS",25,65,2020-06-23,"melvor idle. Genres: Adventure, RPG, Casual, Indie. Available on: Linux, PC, iOS, macOS. Released: 2020-06-23","Singleplayer, Steam Achievements, RPG, 2D, Fantasy, Early Access, Point & Click, Colorful"
The Lost Crown: A Ghosthunting Adventure,"Adventure, Indie",PC,3,62,2008-03-03,"the lost crown. Genres: Adventure, Indie. Available on: PC. Released: 2008-03-03","Singleplayer, Steam Achievements, Atmospheric, steam-trading-cards, Story Rich, Horror, Point & Click, Mystery"
Medal of Honor: Allied Assault,Shooter,PC,,83,2002-01-22,medal of honor allied assault. Genres: Shooter. Available on: PC. Released: 2002-01-22,Shooter
Heavy Weapon,"Action, Adventure, Arcade, Casual","iOS, PlayStation 3, Xbox 360",,57,2008-01-01,"heavy weapon. Genres: Action, Adventure, Arcade, Casual. Available on: iOS, PlayStation 3, Xbox 360. Released: 2008-01-01",Multiplayer
Blackbay Asylum,"Adventure, Indie",PC,3,33,2014-08-01,"blackbay asylum. Genres: Adventure, Indie. Available on: PC. Released: 2014-08-01","Singleplayer, steam-trading-cards, Horror, Gore, Lovecraftian"
Driver: Parallel Lines,"Action, Shooter","Xbox, PlayStation 2, PC, Wii",2,72,2006-06-26,"driver parallel lines. Genres: Action, Shooter. Available on: Xbox, PlayStation 2, PC, Wii. Released: 2006-06-26","Singleplayer, Open World, Driving"
Galactic Arms Race,"Action, Casual, Indie",PC,2,32,2014-06-05,"galactic arms race. Genres: Action, Casual, Indie. Available on: PC. Released: 2014-06-05","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Co-op, stats, Space"
Shark Attack Deathmatch 2,"Action, Indie",PC,3,49,2015-05-28,"shark attack deathmatch 2. Genres: Action, Indie. Available on: PC. Released: 2015-05-28","Singleplayer, Steam Achievements, Multiplayer, steam-trading-cards, Co-op, Open World, cooperative, First-Person"
Ellipsis,"Action, Indie","macOS, PC, Linux",4,53,2017-01-25,"ellipsis. Genres: Action, Indie. Available on: macOS, PC, Linux. Released: 2017-01-25","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Steam Leaderboards, Retro, Steam Workshop"
Conan Chop Chop,"Action, RPG","Xbox One, Nintendo Switch, PlayStation 4, PC",1,0,2022-03-01,"conan chop chop. Genres: Action, RPG. Available on: Xbox One, Nintendo Switch, PlayStation 4, PC. Released: 2022-03-01","Singleplayer, Full controller support, RPG, Local Co-Op"
Total Overdose,"Action, Shooter","PC, Xbox, PlayStation 2",2,77,2005-09-15,"total overdose. Genres: Action, Shooter. Available on: PC, Xbox, PlayStation 2. Released: 2005-09-15","Singleplayer, Open World, Third-Person Shooter, Bullet Time, mexican"
Defense Grid,"Strategy, Simulation",Xbox 360,,63,2010-07-05,"defense grid. Genres: Strategy, Simulation. Available on: Xbox 360. Released: 2010-07-05","alien, defense, tower, grid"
Harry Potter and the Goblet of Fire,Arcade,"GameCube, Xbox, PSP, PC, PlayStation 2",14,56,2005-11-08,"harry potter and the goblet of fire. Genres: Arcade. Available on: GameCube, Xbox, PSP, PC, PlayStation 2. Released: 2005-11-08","Singleplayer, Multiplayer, cooperative"
Axis Football 2015,Sports,"macOS, PC, Linux",6,25,2015-07-15,"axis football 2015. Genres: Sports. Available on: macOS, PC, Linux. Released: 2015-07-15","Singleplayer, Steam Achievements, Multiplayer, steam-trading-cards, Partial Controller Support, Commentary available, Football"
Cherry Tree High Comedy Club,"Adventure, Indie",PC,3,55,2012-11-08,"cherry tree high comedy club. Genres: Adventure, Indie. Available on: PC. Released: 2012-11-08","Singleplayer, steam-trading-cards, RPG, Partial Controller Support, Female Protagonist, Comedy, Anime, Cute"
Sakura Nova,"Adventure, Casual, Indie","Linux, PC",4,42,2016-10-20,"sakura nova. Genres: Adventure, Casual, Indie. Available on: Linux, PC. Released: 2016-10-20","Singleplayer, Steam Achievements, steam-trading-cards, Horror, Anime, Nudity, Mature, Memes"
Worlds Adrift Island Creator,Simulation,PC,1,45,2016-04-28,worlds adrift island creator. Genres: Simulation. Available on: PC. Released: 2016-04-28,"Singleplayer, Multiplayer, Steam Cloud, Open World, Free to Play, Steam Workshop, Building"
Star Realms,"Strategy, Card","Android, PC, macOS, iOS",1,71,2014-08-14,"star realms. Genres: Strategy, Card. Available on: Android, PC, macOS, iOS. Released: 2014-08-14","Singleplayer, Multiplayer, Free to Play, Cross-Platform Multiplayer, Card Game, Board Game, Asynchronous Multiplayer"
Dead Effect 2,"Action, Shooter, RPG, Arcade, Indie","Xbox One, Android, PlayStation 4, iOS, macOS, PC",4,56,2015-10-28,"dead effect 2. Genres: Action, Shooter, RPG, Arcade, Indie. Available on: Xbox One, Android, PlayStation 4, iOS, macOS, PC. Released: 2015-10-28","Singleplayer, Steam Achievements, Multiplayer, Full controller support, steam-trading-cards, RPG, Co-op, cooperative"
The Legend of Tianding,"Action, Adventure, RPG, Platformer","PC, iOS, Nintendo Switch",3,76,2021-11-01,"the legend of tianding. Genres: Action, Adventure, RPG, Platformer. Available on: PC, iOS, Nintendo Switch. Released: 2021-11-01","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Story Rich, 2D, Difficult"
Zelda II: The Adventure of Link,RPG,"NES, Game Boy Advance, Wii, Wii U, Nintendo 3DS, GameCube",2,66,1987-01-14,"zelda ii the adventure of link 2. Genres: RPG. Available on: NES, Game Boy Advance, Wii, Wii U, Nintendo 3DS, GameCube. Released: 1987-01-14",Singleplayer
Indiana Jones and the Emperor's Tomb,"Action, Adventure, Fighting","Xbox 360, macOS, PlayStation 2, Xbox, PC",1,77,2003-03-25,"indiana jones emperors tomb. Genres: Action, Adventure, Fighting. Available on: Xbox 360, macOS, PlayStation 2, Xbox, PC. Released: 2003-03-25","Singleplayer, Steam Cloud, Partial Controller Support, Epic, race, quest"
Deadly Sin 2,"RPG, Casual",PC,4,45,2014-05-12,"deadly sin 2. Genres: RPG, Casual. Available on: PC. Released: 2014-05-12","Singleplayer, RPG, JRPG, RPGMaker, RPG Maker"
NEKOPARA Vol. 3,"Casual, Indie","Nintendo Switch, PlayStation 4, PC",5,74,2017-05-25,"nekopara vol3. Genres: Casual, Indie. Available on: Nintendo Switch, PlayStation 4, PC. Released: 2017-05-25","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich"
Avalanche 2: Super Avalanche,"Action, Indie",PC,4,44,2015-06-11,"avalanche 2 super avalanche. Genres: Action, Indie. Available on: PC. Released: 2015-06-11","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Steam Leaderboards, Split Screen, Local Co-Op"
FaeVerse Alchemy,"Strategy, Casual, Indie, Puzzle","Linux, macOS, PC, Android",8,38,2014-04-02,"faeverse alchemy. Genres: Strategy, Casual, Indie, Puzzle. Available on: Linux, macOS, PC, Android. Released: 2014-04-02","Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, Steam Leaderboards, Split Screen, Early Access, Captions available"
Forward to the Sky,"Action, Adventure, RPG, Casual, Indie","macOS, PC, Linux",3,45,2015-01-29,"forward to the sky. Genres: Action, Adventure, RPG, Casual, Indie. Available on: macOS, PC, Linux. Released: 2015-01-29","Singleplayer, Steam Achievements, steam-trading-cards, RPG, Partial Controller Support, Female Protagonist, Anime, Cute"
Pixel Puzzles 2: Birds,"Strategy, Simulation, Casual, Indie",PC,5,41,2015-02-20,"pixel puzzles 2 birds. Genres: Strategy, Simulation, Casual, Indie. Available on: PC. Released: 2015-02-20","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards"
The Land of Dasthir,"Adventure, RPG, Indie",PC,4,32,2017-01-09,"the land of dasthir. Genres: Adventure, RPG, Indie. Available on: PC. Released: 2017-01-09","Singleplayer, Steam Achievements, steam-trading-cards, RPG, Partial Controller Support, RPGMaker, RPG Maker"
Rogue Warrior,"Action, Shooter","PC, PlayStation 3, Xbox 360",2,45,2009-11-27,"rogue warrior. Genres: Action, Shooter. Available on: PC, PlayStation 3, Xbox 360. Released: 2009-11-27","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, FPS, Funny, Steam Leaderboards, Stealth"
ModNation Racers,"Action, Racing, Arcade",PlayStation 3,1,72,2010-05-14,"modnation racers. Genres: Action, Racing, Arcade. Available on: PlayStation 3. Released: 2010-05-14","Physics, online, character, Mod, race, fun, racer"
Element4l,"Action, Adventure, Indie","PS Vita, PC, Linux, macOS",2,55,2013-05-24,"element4l. Genres: Action, Adventure, Indie. Available on: PS Vita, PC, Linux, macOS. Released: 2013-05-24","Singleplayer, Steam Achievements, Atmospheric, steam-trading-cards, Great Soundtrack, 2D, Partial Controller Support, Difficult"
Giana Sisters: Twisted Dreams - Director's Cut,Action,"PlayStation 4, Wii U, Xbox One",,55,2014-12-09,"giana sisters twisted dreams directors cut. Genres: Action. Available on: PlayStation 4, Wii U, Xbox One. Released: 2014-12-09","Retro, puzzles, Soundtrack, challenge, pack, dash, Halloween, Christmas"
Real Boxing,"Action, Sports","Android, PS Vita, PC, macOS, iOS",5,63,2012-11-15,"real boxing. Genres: Action, Sports. Available on: Android, PS Vita, PC, macOS, iOS. Released: 2012-11-15","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Steam Leaderboards, stats"
My Memory of Us,"Action, Adventure, Casual, Indie, Puzzle","PC, PlayStation 4, iOS, Xbox One, Nintendo Switch",4,68,2018-10-08,"my memory of us. Genres: Action, Adventure, Casual, Indie, Puzzle. Available on: PC, PlayStation 4, iOS, Xbox One, Nintendo Switch. Released: 2018-10-08","Singleplayer, Full controller support, Education"
XCOM 2: War of the Chosen,Strategy,"PlayStation 4, Linux, macOS, PC, Xbox One",,88,2017-08-29,"xcom 2 war of the chosen. Genres: Strategy. Available on: PlayStation 4, Linux, macOS, PC, Xbox One. Released: 2017-08-29","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Tactical, Turn-Based, Aliens"
Okami,"Action, Adventure","Wii, PlayStation 2, PC",1,88,2006-04-20,"okami. Genres: Action, Adventure. Available on: Wii, PlayStation 2, PC. Released: 2006-04-20","challenge, destroy, evil"
Tex Murphy: Under a Killing Moon,Adventure,"PC, Linux, macOS",1,73,1994-10-30,"tex murphy under a killing moon. Genres: Adventure. Available on: PC, Linux, macOS. Released: 1994-10-30","Singleplayer, Atmospheric, First-Person, Sci-fi, Exploration, Classic, Comedy, Point & Click"
Transport Fever,"Strategy, Simulation","iOS, PC, macOS, Linux",7,76,2016-11-07,"transport fever. Genres: Strategy, Simulation. Available on: iOS, PC, macOS, Linux. Released: 2016-11-07","Singleplayer, Steam Achievements, Multiplayer, Open World, Sandbox, Steam Workshop, Moddable, Realistic"
Learn Japanese To Survive! Kanji Combat,"Adventure, RPG, Strategy, Educational, Indie","macOS, PC",4,61,2018-08-01,"learn japanese to survive kanji combat. Genres: Adventure, RPG, Strategy, Educational, Indie. Available on: macOS, PC. Released: 2018-08-01","Singleplayer, Steam Cloud, RPG, Anime, Education, RPGMaker, RPG Maker, Manga"
Duck Hunt (1984),Sports,"NES, Wii U",5,79,1984-04-21,"duck hunt 1984. Genres: Sports. Available on: NES, Wii U. Released: 1984-04-21","Singleplayer, Multiplayer, First-Person, Two-player"
Modern Combat Versus,"Action, Adventure","Android, PC, iOS",1,53,2017-09-27,"modern combat versus. Genres: Action, Adventure. Available on: Android, PC, iOS. Released: 2017-09-27","Singleplayer, Steam Achievements, Multiplayer, Full controller support, cooperative, Horror, Free to Play, Online multiplayer"
The Suffering,"Action, Shooter","Xbox, PC, PlayStation 2",1,82,2003-12-31,"the suffering. Genres: Action, Shooter. Available on: Xbox, PC, PlayStation 2. Released: 2003-12-31","Action, Shooter"
Tesla vs Lovecraft,"Action, Shooter, Arcade, Casual","Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux, iOS, PC, Android",3,77,2018-01-25,"tesla vs lovecraft. Genres: Action, Shooter, Arcade, Casual. Available on: Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux, iOS, PC, Android. Released: 2018-01-25","Singleplayer, Steam Achievements, Full controller support, Atmospheric, Great Soundtrack, Co-op, First-Person, Sci-fi"
Tales of the Orient: The Rising Sun,"Casual, Indie","Linux, macOS, PC",5,54,2015-02-27,"tales of the orient the rising sun. Genres: Casual, Indie. Available on: Linux, macOS, PC. Released: 2015-02-27","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Captions available, Match 3"
Battlefleet Gothic: Armada,Strategy,PC,3,73,2016-04-20,battlefleet gothic armada. Genres: Strategy. Available on: PC. Released: 2016-04-20,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, cooperative"
Coma: Mortuary,"Adventure, Indie",PC,6,41,2014-05-12,"coma mortuary. Genres: Adventure, Indie. Available on: PC. Released: 2014-05-12","Singleplayer, Atmospheric, steam-trading-cards, First-Person, Horror, Short, Walking Simulator"
Kill The Bad Guy,"Action, Strategy, Simulation, Indie, Puzzle","Xbox One, PlayStation 4, Nintendo Switch, Linux, PC, macOS",2,57,2014-05-28,"kill the bad guy. Genres: Action, Strategy, Simulation, Indie, Puzzle. Available on: Xbox One, PlayStation 4, Nintendo Switch, Linux, PC, macOS. Released: 2014-05-28","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Funny, Gore, Steam Leaderboards"
Angry Birds,"Action, Arcade, Puzzle","Android, iOS, PC, PlayStation 3",4,77,2009-12-11,"angry birds. Genres: Action, Arcade, Puzzle. Available on: Android, iOS, PC, PlayStation 3. Released: 2009-12-11","Physics, achievements, skill, destroy, bird, birds"
SUPER PEOPLE,"Action, Shooter, Casual, Massively Multiplayer",PC,3,53,2022-10-08,"super people. Genres: Action, Shooter, Casual, Massively Multiplayer. Available on: PC. Released: 2022-10-08","Multiplayer, RPG, First-Person, Third Person, FPS, Survival, Action RPG, Third-Person Shooter"
Death Coming,"Adventure, RPG, Strategy, Simulation, Casual, Indie, Puzzle","PlayStation 4, Nintendo Switch, PC, iOS",2,70,2018-03-14,"death coming. Genres: Adventure, RPG, Strategy, Simulation, Casual, Indie, Puzzle. Available on: PlayStation 4, Nintendo Switch, PC, iOS. Released: 2018-03-14","Singleplayer, Steam Cloud, RPG, Gore, Sandbox, Violent, stats, Captions available"
The Chronicles of Riddick: Escape from Butcher Bay,"Action, Shooter","PC, Xbox",24,86,2004-06-01,"the chronicles of riddick escape from butcher bay. Genres: Action, Shooter. Available on: PC, Xbox. Released: 2004-06-01","Action, Shooter"
Blockland,"Action, Simulation, Indie","macOS, PC",2,57,2013-12-16,"blockland. Genres: Action, Simulation, Indie. Available on: macOS, PC. Released: 2013-12-16","Singleplayer, Steam Achievements, Multiplayer, steam-trading-cards, RPG, Co-op, Open World, cooperative"
YOU DON'T KNOW JACK MOVIES,"Casual, Indie",PC,1,63,2013-11-05,"you dont know jack movies. Genres: Casual, Indie. Available on: PC. Released: 2013-11-05","Singleplayer, Multiplayer, Comedy"
Clickr,"Casual, Indie",PC,2,52,2010-12-23,"clickr. Genres: Casual, Indie. Available on: PC. Released: 2010-12-23","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Steam Leaderboards, Fast-Paced, Valve Anti-Cheat enabled"
Minimalism,"Action, Adventure, Casual, Indie",PC,4,42,2017-02-08,"minimalism. Genres: Action, Adventure, Casual, Indie. Available on: PC. Released: 2017-02-08","Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, Difficult"
Wild Terra Online,"Action, Adventure, RPG, Massively Multiplayer","macOS, PC, Linux",7,60,2016-12-16,"wild terra online. Genres: Action, Adventure, RPG, Massively Multiplayer. Available on: macOS, PC, Linux. Released: 2016-12-16","Steam Achievements, Multiplayer, steam-trading-cards, RPG, Co-op, Open World, Exploration, Sandbox"
Electronic Super Joy: Groove City,"Action, Arcade, Indie","Wii U, Linux, iOS, PC, macOS",1,76,2014-06-06,"electronic super joy groove city. Genres: Action, Arcade, Indie. Available on: Wii U, Linux, iOS, PC, macOS. Released: 2014-06-06","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Great Soundtrack, Partial Controller Support, Difficult, Steam Leaderboards"
AVICII Invector,"Action, Casual, Indie","PlayStation 4, PC, Xbox One, Nintendo Switch",4,76,2019-12-09,"invector. Genres: Action, Casual, Indie. Available on: PlayStation 4, PC, Xbox One, Nintendo Switch. Released: 2019-12-09","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Steam Leaderboards, Split Screen, Local Multiplayer"
Killzone,"Action, Shooter","PlayStation 2, PlayStation 3",32,72,2004-11-02,"killzone. Genres: Action, Shooter. Available on: PlayStation 2, PlayStation 3. Released: 2004-11-02","Action, Shooter"
The Lord of the Rings: The Battle for Middle-earth,Strategy,PC,1,87,2004-12-06,the lord of the rings the battle for middle earth. Genres: Strategy. Available on: PC. Released: 2004-12-06,"Fantasy, War, lotr"
Command & Conquer: Generals,Strategy,"PC, macOS",1,89,2003-02-11,"command conquer generals. Genres: Strategy. Available on: PC, macOS. Released: 2003-02-11","exclusive, true exclusive"
